"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-06",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-07",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-08",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-09",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-13",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-14",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-15",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-17",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-20",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-22",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-23",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-24",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-27",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-28",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2014-10-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-30",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-08-31",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-01",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-03",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-04",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-05",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-06",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-07",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-08",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-09",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-10",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-12",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-13",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-14",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-15",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-17",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-09-30",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-01",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-03",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-04",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-05",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-06",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-07",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-08",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-09",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-10",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-12",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-13",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-14",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-15",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-17",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-30",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-10-31",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-01",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-03",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-04",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-05",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-06",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-07",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-08",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-09",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-10",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-12",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-13",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-14",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-15",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-17",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-11-30",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-01",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-03",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-04",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-05",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-06",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-07",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-08",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-09",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-10",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-12",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-13",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-14",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-15",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-17",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-30",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2014-12-31",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-17",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-18",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-19",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-20",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-21",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-22",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-23",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-24",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-25",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-26",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-27",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-28",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-29",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-30",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-05-31",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-01",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-02",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-03",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-04",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-05",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-06",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-07",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-08",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-09",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-10",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-11",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-12",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-13",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-14",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-15",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-16",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-17",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-18",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-19",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-20",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-21",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-22",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-23",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-24",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-25",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-26",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-27",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-28",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-29",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-06-30",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-01",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-02",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-03",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-04",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-05",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-06",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-07",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-08",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-09",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-10",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-11",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-12",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-13",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-14",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-15",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-16",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-17",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-18",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-19",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-20",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-21",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-22",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-23",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-24",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-25",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-26",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-27",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-28",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-29",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-30",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-07-31",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-01",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-02",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-03",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-04",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-05",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-06",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-07",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-08",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-09",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-10",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-11",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-12",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-13",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-14",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-15",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-16",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-17",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-18",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-19",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-20",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-21",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-22",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-23",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-24",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-25",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-26",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-27",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-28",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-29",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-30",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-08-31",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-01",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-02",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-03",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-04",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-05",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-06",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-07",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-08",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-09",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-10",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-11",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-12",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-13",,,,
"US1NJMS0002","LONG HILL TWP 1.2 SSE, NJ US","2014-09-14",,,,
